phase,total_norm,mean_norm,max_norm,total_drift,mean_drift,max_drift
237,26.35734987258911,6.589337468147278,6.654099464416504,5.695971250534058,1.4239928126335144,1.6484074592590332
238,26.366108894348145,6.591527223587036,6.657089710235596,5.731799364089966,1.4329498410224915,1.657971739768982
239,26.374205112457275,6.593551278114319,6.659831523895264,5.76497483253479,1.4412437081336975,1.666760802268982
240,26.381661891937256,6.595415472984314,6.6623406410217285,5.795584678649902,1.4488961696624756,1.6748182773590088
241,26.388507843017578,6.5971269607543945,6.664631366729736,5.823743104934692,1.455935776233673,1.6821898221969604
242,26.394775867462158,6.5986939668655396,6.66671895980835,5.849580645561218,1.4623951613903046,1.6889218091964722
243,26.40050172805786,6.600125432014465,6.6686177253723145,5.87323784828186,1.468309462070465,1.6950606107711792
244,26.40571880340576,6.60142970085144,6.670342445373535,5.894857883453369,1.4737144708633423,1.7006508111953735
245,26.410463333129883,6.602615833282471,6.6719069480896,5.914584636688232,1.478646159172058,1.7057355642318726
246,26.414769172668457,6.603692293167114,6.673323154449463,5.932559132575989,1.4831397831439972,1.7103558778762817
247,26.418670177459717,6.604667544364929,6.674604415893555,5.948916554450989,1.4872291386127472,1.7145503759384155
248,26.422196865081787,6.605549216270447,6.6757612228393555,5.963786840438843,1.4909467101097107,1.7183551788330078
249,26.42538070678711,6.606345176696777,6.676804542541504,5.97729218006134,1.494323045015335,1.721804141998291
250,26.42824935913086,6.607062339782715,6.677744388580322,5.989548087120056,1.497387021780014,1.7249284982681274
251,26.430830478668213,6.607707619667053,6.678590297698975,6.000661492347717,1.5001653730869293,1.7277570962905884
252,26.43314790725708,6.60828697681427,6.679349899291992,6.010732173919678,1.5026830434799194,1.7303166389465332
253,26.43522548675537,6.608806371688843,6.680031776428223,6.019852876663208,1.504963219165802,1.7326315641403198
254,26.43708324432373,6.609270811080933,6.680642127990723,6.028108239173889,1.5070270597934723,1.7347244024276733
255,26.438740730285645,6.609685182571411,6.681188106536865,6.035576939582825,1.5088942348957062,1.736615538597107
256,26.440217971801758,6.6100544929504395,6.681675910949707,6.042330980300903,1.5105827450752258,1.7383239269256592
257,26.441529750823975,6.610382437705994,6.68211030960083,6.048435568809509,1.5121088922023773,1.7398663759231567
258,26.442691326141357,6.610672831535339,6.682496070861816,6.0539515018463135,1.5134878754615784,1.7412586212158203
259,26.44371747970581,6.610929369926453,6.6828389167785645,6.058933854103088,1.514733463525772,1.742514967918396
260,26.444620609283447,6.611155152320862,6.683142185211182,6.063432216644287,1.5158580541610718,1.7436481714248657
261,26.445411682128906,6.611352920532227,6.683409214019775,6.067492485046387,1.5168731212615967,1.7446699142456055
262,26.446101665496826,6.6115254163742065,6.683644771575928,6.07115626335144,1.51778906583786,1.7455910444259644
